,C3L-02665,C3L-01663,C3N-02575,C3L-02546,C3L-00965,C3L-02963,C3N-04162,C3L-02646,C3N-02285,C3N-03875,C3N-03424,C3N-01017,C3L-00081,C3L-02649,C3L-01838,C3N-02252,C3L-03963,C3N-03072,C3L-02969,C3N-03662,C3N-03051,C3N-02434,C3L-02127,C3N-02339,C3L-03961,C3L-04391,C3L-02619,C3N-02494,C3N-03880,C3N-03092,C3L-02669,C3N-03877,C3N-01846,C3L-02964,C3N-00247,C3N-02288,C3L-01606,C3L-02164,C3N-02374,C3N-02675,C3N-02523,C3L-02130,C3N-02426,C3N-02284,C3L-00923,C3N-03486,C3N-04127,C3L-02951,C3L-02629,C3L-04013,C3N-00221,C3L-00568,C3N-04155,C3N-01025,C3L-02552,C3N-02375,C3L-02660,C3L-01884,C3N-02300,C3L-01285,C3L-02627,C3L-00993,C3N-02425,C3L-02170,C3N-00555,C3N-01893,C3N-03093,C3L-01455,C3N-03848,C3L-02968,C3N-03204,C3L-00445,C3N-02283,C3N-02289,C3L-03962,C3L-03272,C3N-01411,C3L-00415,C3N-03882,C3L-01000,C3L-02650,C3L-02358,C3L-02168,C3L-02625,C3N-01028,C3N-02435,C3N-03441,C3L-04071,C3N-01020,C3N-00497,C3N-01194,C3L-02648,C3L-03678,C3L-02891,C3L-00927,C3N-03886,C3L-04014,C3N-03076,C3N-03425,C3L-02163,C3N-04124,C3L-00904,C3N-00211,C3N-01892,C3L-00603,C3L-03965,C3N-03851,C3L-02349
HIPK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIK2,21.33005180532335,21.584707985511898,21.5079337902033,22.040237354177748,21.821423843634268,21.830901502634322,21.53929215847096,21.49411027388926,21.7637324775344,21.65180256696104,22.000387633556162,21.654453254455262,21.92163934034682,21.702530528895522,22.205395207007662,22.50685976553672,22.74456684435562,22.34548685540956,22.629794376445638,22.532862402077804,21.72062863390214,21.83699360792198,21.818579561818176,21.836295719250337,21.995431381995342,21.73112791260948,21.587175002724802,21.676761251574515,21.38203997932555,21.448014322722884,22.03394750586796,21.92220433976392,22.083192628422598,22.44896871086656,22.179978909141518,22.28860465027984,23.01433713302918,22.660289222166462,22.27742631297108,22.6139021030183,23.1681137142001,23.178537727689434,23.141650185638834,24.154668748287133,20.710467177462302,21.068256632185584,21.585853421795726,21.6906375216529,21.59225495396917,22.059957391990345,22.31528490245326,22.556732831220263,22.882255573684418,22.32126389358104,23.336174647751548,22.9184297087532,23.158021028190525,22.768824157003152,23.298769318360574,20.784208324176166,20.886480225659067,20.914969982257265,20.982841182697747,21.156920514942318,21.09923552266417,21.699638463655855,20.909434151728767,21.1572297319032,21.57418113578592,21.78707804983016,21.45198583086688,21.768527520971116,21.59995205992888,21.156883906872714,21.378061810663485,20.791249522886766,20.952291188056982,20.89073842005982,21.96620388322264,22.48126679106008,22.5378772018194,22.47197301428484,22.606701468996743,20.928674143993558,20.760925510299888,20.83618068783787,20.967097779717143,20.888677095371754,21.64391515863528,21.422235294959403,21.621753043184167,21.4023723702269,21.9704690580746,22.58637029987678,22.52010932140088,22.49684050453624,22.422711264317805,22.455694435570418,21.54971746615692,21.377813193102032,21.61372056453622,21.35052208279117,21.345138932518015,20.971949073039784,20.79836350575405,21.1516881830329,20.864427720269784,20.683141637863148
FGFR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKBKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGFBR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK2D,20.29966804975965,20.3109232311718,19.53222241392455,19.6018641013274,19.8363516581178,23.699554522603098,23.60687968473083,24.255277636965463,24.03279677288907,24.219967054373566,22.51454266189027,22.192798644523,22.357897655401363,22.565146944417133,22.323656804457368,22.274061024418124,22.3543883486999,21.98511122859278,21.957717961122377,22.567439924746523,20.6553355686444,20.8843167668019,20.8469100396013,20.5089372976916,20.7221366667623,21.1599836207192,21.1387205548375,21.3714161127313,21.0333641040391,21.5777039833791,23.392288623164934,24.163672906431767,23.8005064726438,23.514374498422665,23.749610904129597,19.4508192913007,18.775718070854552,19.40589808599755,19.07595839945465,21.184441473351566,20.301608740923566,20.605671816612766,20.852704639123367,20.645780597191166,23.01226894463387,21.7723142011167,22.167703609613966,22.238196868262296,21.942363182974933,25.23762777107135,25.2465883327441,24.88583584160015,25.05281532954445,24.0947081264881,21.1424203970072,21.0833220789985,21.1397971341885,20.3955712759866,21.7491387651813,24.50028061077515,24.0576392836335,24.7300579604959,24.68519278709055,24.165919684101198,19.983273224570233,20.1723637369688,20.2813791340932,20.585245560541267,21.309986126409633,22.042862184013966,21.978073839568367,21.179453916789466,21.350085343034834,18.7693046350497,18.446853505039698,18.7781735874961,17.77352974189895,18.9614822155802,21.891823311047297,21.824224619497173,21.5594249746532,22.402043174342978,21.83240842343925,19.706094318110903,19.419365648066066,19.780566975226467,20.95901209370867,19.872158281916267,21.336247412780303,21.813731696642797,22.06204909955955,21.633088511174797,21.76079007823745,19.828176449290567,20.1754236254852,20.759196140649866,20.284492534735566,20.522303956146363,19.21588455875673,19.267883982090733,20.074724506595032,19.4743731535142,19.640011795730164,20.055360760261497,20.161689109277365,19.806101201604466,20.168385866289636,19.671434611207435
CDK7,24.311152524772556,24.171058051574743,24.060841881121018,23.70294831772657,24.45515972998376,23.943949560977668,24.60342593662301,24.02430760959079,24.033081631835117,24.42052252558419,23.35804503512269,23.77560131885749,23.586808956150705,23.88006019575623,23.2666595933029,24.057828318353792,24.329753822476402,24.31407251378056,24.034227107761797,24.35704289203741,23.996922915088497,24.6587845888969,24.65546540273024,24.2755846763564,23.94077483491487,23.827667490212573,24.47171226163923,23.975141760607272,24.151891071216593,24.199590841874354,24.276371473901797,24.865896516291958,24.381059543205954,24.18829719604756,24.0606057403192,24.960651925868284,24.5041244656908,24.10697571800929,25.217661484826102,23.587979191448962,23.944746537134947,23.745412761479862,23.722412104318856,24.089461999157724,23.859345775488837,24.15422215962201,23.550951599745282,23.7063520315387,23.5800293919891,24.51394512209906,24.007595162376994,23.752800861116842,23.954069581009172,23.995968041757962,23.328182506363518,23.90563618633303,23.732118386289592,23.48191456978145,23.89508179404657,24.373213791837276,23.272971854239664,23.7235515450676,23.587402345040687,23.021979895423378,23.711297759933142,23.32577139063906,23.234837705679688,23.28093417218414,23.93381277219424,24.12392548911873,24.202882798471403,24.78137375817649,24.496905932797585,23.7638241678896,24.28208112470784,24.538146668909064,24.626552191438748,24.2516001750256,23.723502506103127,23.692558900146718,23.319115941238476,23.14354161610999,23.295280295825645,23.83861700647253,24.30894658224592,24.570572707135224,24.07753933492438,24.01517657415414,23.862514458732218,23.870525974734164,23.4883525412914,23.693925836709003,23.767728500163283,23.428359103215247,24.207695294230408,24.76239866273818,23.529698213409844,23.430426357032946,23.29090857466428,23.69385867144168,23.332186281927275,23.208200055186676,23.58243478099336,23.812974639679535,24.055643083583977,23.99751958610007,24.444863857990217,23.64263108641875
NLK,22.20618020884085,21.948585216295122,21.916267399322102,22.2558853129793,22.229426957594775,22.750783107411667,22.4541544586837,23.130879292199598,22.9446666826415,22.690747894231,21.601845284696623,22.11992024046388,21.92883540146042,22.131007607743538,22.095116921538278,21.41190187682258,21.2242850799851,21.411233872035364,21.334028403519802,21.525436173006458,21.14090721773112,21.571240647798998,21.567449157253442,21.964588182534023,21.47877483190952,21.793193595684638,21.072722065660148,21.62131668849118,21.326410126327882,21.515087909723217,21.522025947502275,21.34924823894865,21.318641554717146,20.90380873493455,21.425809738070427,21.789064319610272,22.175960062539676,22.589334309834378,22.070528965423577,21.97906482363974,21.52647155270078,21.455216896440863,21.46566222062996,21.17866494709188,22.171623335050402,21.90473535293724,21.69118095704048,21.74225733042846,21.89001027973318,21.467598429837114,21.4512584136987,21.7125175170147,21.47399660498837,21.677889555431467,22.282256734723404,22.556870739698326,22.849922936531122,22.320081560461578,22.597415926790823,22.12453709751005,21.7455358526002,21.767200846082424,21.88992684413335,22.2658746166581,21.478444346704332,21.48016217584357,21.2295306703511,21.62822389449977,21.66146491845882,21.87634221285025,21.4352588059345,21.975170267508616,21.244936281856045,21.60596165768045,21.70138992248095,21.761272003128752,22.23502880596085,21.501378293462274,20.795146974126137,20.90116160359986,20.92590732108666,20.92285439677788,21.346057793169138,21.80874818190445,21.771190302075436,21.916753511562785,21.507431058326517,21.5980358810656,22.6010032388827,23.253043244591577,23.317096754505897,23.07777798842865,23.240482664773175,21.53910388916692,21.427503768726147,21.79670248582706,21.691477525452218,21.81454956596098,21.678588314251616,21.7271533616357,21.644185138170837,21.691163248444177,21.874045970918434,22.7988953138283,22.76332945593637,22.667373888541103,22.973354833058334,22.733998695836267
WNK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF2AK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPKAPK2,23.946424762311253,23.71001902492493,22.942030520546545,23.74016534352572,23.457970132317087,23.295072170457054,23.13088075034691,23.575855053699613,23.689025923751124,23.394360665759688,24.29697266479856,24.44156564325017,23.70561810046422,24.222278025320858,24.290510111902954,24.038682367305217,23.544694529452716,23.72673669956001,23.674097652230436,23.61209513276784,23.772425996697354,23.111651494066546,23.36675131654432,23.56116568896942,23.625791661117326,23.52151560906873,23.91895803019659,23.676158107823486,23.53394798042399,23.92363308061072,24.22680607361593,23.863567971033568,24.1953624410298,24.305106554219506,24.50893936556598,23.759412987627815,24.18679551792096,24.161714646846804,23.58822789146136,24.077692559592453,24.10798456764984,24.22968678786155,24.032339211898346,23.91706748810339,23.99648531728233,23.806340789624514,23.873625577669248,24.042181415994328,24.042986488792355,22.650682576605224,23.48619602757751,23.375365182653145,23.33822140888949,23.362069683263353,23.62136376358128,23.36143896659647,23.857545997632545,23.61718440403439,23.84332640345516,23.490363281230774,23.956430285455806,23.863340472874274,23.659908929364956,24.091561099832763,23.840636029686113,24.13859143181027,23.965678316486404,23.966932987036156,24.005567812826637,23.764118971210383,23.791209090381475,23.688153964230548,23.502437364012916,24.30166939298993,23.99148696165737,23.94467545784752,24.075565891900183,23.908348963848493,23.44866561622451,24.0061828817216,24.070138148539364,24.03178495135043,23.65990870964235,23.893836520489913,23.75899748485479,23.4512481180572,23.8536522582351,24.11827079928843,24.001720719910633,24.365786355726406,24.37659357378852,24.179035451622017,24.207804203551394,24.044400030039835,23.260366501193,23.78732309722599,24.16285723999455,23.742570693911375,24.122611115946345,23.752045066233585,24.123477791298424,24.120439771015395,23.7720486329864,23.829935765989163,24.177991150284935,23.83362520767185,23.717589850955903,23.860629130723744
FER,21.23652411974243,21.6938673247253,21.23977828255337,21.653241244305168,21.402152677792902,21.8288434143026,21.176542590203436,22.2434208702002,21.893775284582702,21.445631207084933,22.8234450526652,22.462210045342502,22.23724947766425,22.31459820421615,21.935434611899048,21.475401051107298,22.156669519641767,21.4461719349318,22.238649475820065,21.841992666500868,22.132737445744652,22.07299756684355,21.089847262698,22.247885947129753,22.42441075990105,21.3272409176235,20.918627251891,21.4412995845074,21.160968223697935,21.57102498472193,20.543815030578465,21.547677208037268,21.858353998220533,21.335015038675834,21.777827545359866,21.92792062094973,21.554065469553734,22.1264111060045,21.3243300340404,22.8954642774767,21.470746292895797,21.78502001606367,21.737102199280468,21.4167620516109,21.695044686381465,21.1960100965412,21.310358325723133,20.924413437429735,21.024825746014834,21.03553361865637,21.018653113296867,21.227700415032533,21.391743717370066,21.877845441721433,21.23028864276063,21.696258766307537,22.39271358531356,21.282691840448933,21.646557749746496,20.838758872867,20.780870954302397,20.978676212957897,21.1287553063365,20.891419342441,20.7591034536287,21.51496171177853,21.303813472609832,22.11457758189643,22.695596635129434,21.81655965471877,21.483210156481135,20.8394500482049,20.42710978415867,22.009962119041532,21.144372712370735,20.979127231495536,21.197321754192032,21.436624174855798,20.7871900488819,21.979947123744733,20.490908082907534,20.717061778525334,20.873917811148335,20.709472180906065,21.451681849057167,21.397317751225135,22.3772882539768,21.026912149056432,21.710409870827835,21.503347640834733,21.3121530464258,21.762580769471,21.0637055874809,21.402232202051135,21.168945327809265,21.24072431100937,21.715363915548934,21.161527468682735,21.807299809525166,21.10357676063323,21.476912594487032,21.281696939779163,21.5675111743323,21.647226934557295,21.270234747382066,21.147251808897433,20.688688661534268,21.36800490890077
TRPM7,18.833220356557327,19.544013035250515,20.261682820663157,20.105470349764143,20.354832623001244,19.99603556037032,20.93825261650166,20.75358177325846,19.95541427843174,19.298293567535517,20.185723256017166,20.431714726599466,20.450331229226734,19.856570070140066,20.827605835665633,20.772918434060134,20.629388838266497,21.495006254098637,20.841458108220166,21.541611326699236,20.27953322294317,21.25664632477613,19.793384164555956,19.161360781462772,19.428013121552187,19.811419447915817,20.157900422013416,20.052326530121686,19.351820597012615,19.479717701763175,19.118763169812933,20.372784677947834,20.143488347639,20.1691566032031,19.336490609068033,20.440036791744003,20.510346448836668,19.50796658778524,19.383091304959414,19.253395739819812,20.239848778544626,19.452119328842418,19.625989129288932,20.09923536221741,19.542898112153658,18.83423536891682,20.034702774643343,19.81345925125208,19.09972993004472,19.43553144883758,20.127544163541017,20.00626031516672,20.66850718867826,21.0263281349669,19.374261632425913,19.5826390460288,18.835648611872312,18.928292215219216,20.112878551443583,19.694060678248313,19.354597816509287,19.681719102103536,19.338521881842865,19.39378992039166,20.329035616502445,20.01681050080128,19.60644068983442,19.84437745321744,19.39642732793036,20.712811710106102,19.6430529080649,20.5225067834561,19.113806975912862,19.50213966496406,20.02420838100914,19.4729491761287,20.15135041518408,20.242307296666258,18.96265645769686,18.97712682346654,19.11745120678476,20.13462647249002,19.52503956680664,19.616116885581658,19.25770375609844,19.611796895833418,20.59051186155826,19.81280766743178,19.073329242009244,19.629151125696588,19.701149794139486,19.19855532240823,18.851582008522467,19.179040344953837,18.692439891120365,18.69565275132366,18.98935164167286,19.54164947529359,19.85403555931684,20.3442309819589,20.34172231042384,19.449571595180142,19.05951511590234,20.007609756679475,19.834955974177824,18.895091318600638,18.843897687545798,19.25811151503529
FGFR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK14,21.951540326538257,21.926001536165447,21.78092062453258,21.891326244531296,21.932151311803466,22.10663859075021,21.845521523218228,22.09271048992164,22.217802880943257,21.876958268075104,22.06206435566238,22.281925997683164,22.110706290262932,22.242525682407916,22.208513585018608,22.084080803794865,21.926634027863578,22.11444862528477,22.10897468863169,22.01155893731433,22.39189206038146,22.330507623474173,22.387849200160677,22.45212302181898,22.3677571242336,22.346277224941165,22.43632921065532,22.250355020397258,22.086732705258317,22.123499411582692,22.617687761298146,22.427615381379894,22.564511618303627,22.570883810677564,22.69511076685105,22.269757883246967,22.503332610323213,22.406586586833036,22.489207962090525,22.447409326443506,22.60235268097209,22.47473752734636,22.359641965783858,22.52454393403235,22.403109622602717,22.849979370826567,22.729091881256576,22.763728552291997,22.624741203594578,22.177622155337126,22.44547598396143,22.556721515940467,22.391448112242337,22.4818783691484,21.80412743761317,21.963549454823347,21.880682759443815,22.12003716159809,21.97087279830506,21.82029281023767,22.209918885690247,21.954944685626547,22.168799703638655,22.08931772310169,22.369264384188387,22.39438588437253,22.266068936050836,22.056044841765054,22.29726180663816,22.316905349944534,22.439869036386806,22.389686201310987,22.13410587040846,22.11100821164772,22.041237110448623,22.034265493965517,22.28174678754796,22.196094197084545,21.949528824809587,21.80205190718783,22.13002536381136,22.08296798037731,22.156839680821047,22.63565800443256,22.7464572383927,22.5153763283966,22.613084946125863,22.859784022475676,22.373141582262477,22.458491124449015,22.417995324550407,22.288794782526786,22.36923832682373,23.039892398368327,23.094711171050125,22.8631986788288,22.979614239806075,23.02023105526281,22.209134891808173,21.976599647898265,21.976449641781347,22.019535308398744,21.901785834866008,22.2299835794957,22.322868342929556,22.141196797229426,22.323318855489145,22.018926613316353
PIM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP2K3,22.482300719473223,22.56720820905052,21.991421540422117,22.673152744166742,22.334162915659316,20.850965357999765,20.623966261897,21.758663914902968,21.598530796749085,21.319946042448766,22.801801689932574,22.000545159817577,21.9269863866835,21.65298561992742,22.308697413740553,21.495239442315086,20.83807595197287,21.0671823508523,21.152538204565065,21.10942176865993,22.34738572563684,21.758145848632378,21.40566229131408,21.20654025466626,21.644729420105822,22.249447302311047,22.776011499448824,22.656572602021775,22.593443612528098,22.430333010326574,22.447783762992998,22.5683751893856,22.81832088763983,22.942250289199073,22.982273544797152,21.97846642714476,22.75032871430866,22.78908693843228,22.111492634748778,22.06928171236115,22.485518411823335,21.926766500627718,21.878923181994434,21.42536697576777,22.454156239741778,22.329034638494903,22.524149389540742,22.380156151402296,22.49552595442774,21.393346034406648,21.966824496109265,21.89500729698453,21.780469882846333,21.6542347110652,22.10133590774336,21.94824707825328,22.778024759052,22.513531814019796,22.697767790546703,21.643112103870777,22.922512889223274,22.4456174074325,21.864219946561402,22.6591327770219,21.23672868788343,21.958062267483186,21.33011264801137,21.802686803680448,23.888942669956396,22.561834738708033,23.371324968594,22.40914728708093,22.33138630872563,22.913102215492724,22.375461469624426,22.383792689919176,22.962865558742028,22.62706928296558,20.890806754753317,21.207146911057716,21.655173793589032,21.05510571691148,21.227911771456736,20.685093054945774,20.800042326073314,19.747555880122512,20.67930257587443,21.143776745276142,20.99510781103115,21.698132946467467,21.103046030230633,21.865057846689044,20.802161401734,22.3705447192718,21.907441979843203,21.829535461233,22.306361261626,22.1803838144945,20.99281112407543,20.54894860902523,21.01202799073895,21.442731482573098,20.8113518063324,21.94914741073942,21.8101447246091,22.010898050196623,21.72323041220794,22.753348681509618
HCK,19.913319707834,20.5959579912823,20.110572411769,20.6080202316478,20.205387096617,19.036329138990652,18.43394275836325,19.46425429038655,19.4594336959231,18.81819234767995,17.9962929847069,18.049867566837,17.0176726356971,17.0751786713211,17.9303827398813,18.845989558835935,18.2097517703243,18.151394862313598,17.909190897134703,18.459161301056998,19.3328591309984,18.32017094816985,18.9921690650547,19.3110077274089,19.20506621112125,20.9444475369001,20.5937007688891,20.1056804865005,19.8434977742063,20.1903610147913,18.4072342979113,18.71259650252745,18.824255316581052,19.0207332395973,19.068353559231653,20.0077104965814,19.3054233817835,20.9472697702624,20.3008752152667,19.247854647325752,18.91384132135105,18.9794469090345,19.4389411163365,18.8728915185794,20.7225821790166,20.221893544579,20.6982592429596,20.7526821312026,19.6554798416578,18.9971200200863,19.077002713791202,18.5519851465507,19.04030338018145,18.3849545177065,18.456008683059604,19.11108597405107,18.743877504067967,18.4358192997049,18.32131523342027,18.8652329462166,18.367679116942952,19.41177241160395,18.65635031666525,19.0659072073681,18.3177755024899,19.405957911745,19.650234902519948,18.9872343094969,19.461358813403997,19.0306372808745,20.0972884688852,18.8341618688965,19.851863534074752,19.603011136032002,18.50797608407005,18.64069285276215,18.522742384331,19.8803374437136,20.121995274783,20.1868782827679,20.2094738139345,19.6850896925647,20.0859938109507,19.0410297916665,20.0884757835549,19.9752671390091,20.7934977316263,20.2795798211233,20.8102514188573,20.1062858238182,20.2359658265535,20.7265532779253,20.1529156128803,20.5273157146387,21.1846888104039,20.4270740307494,20.6313928843373,20.7057963196895,,,,,,20.8893840725022,19.9717429895339,20.2346835056276,19.9475483255875,19.7374105481527
PRKD2,24.563993554098023,24.84330423455764,24.056702633017643,24.29547321848234,23.933443664598798,23.075466716332738,22.81674964069497,23.879377312285715,23.753963080995835,23.762580030450817,23.768604540317362,23.47082208484948,23.592517904087362,23.128733802678482,23.884454912143177,24.5966667541649,23.63583397935248,24.11052481632064,23.89635844981558,23.4946461140265,23.605082056477013,23.07855704890904,23.324020914328674,23.366012104368014,23.30653962286584,23.406688111048652,23.765463930349583,23.389748361489286,23.027030391083418,23.169407512169332,23.416220071911717,23.16032159240458,24.0229800736566,23.75797033045368,23.53769411713514,23.458284790154682,23.561009155406534,23.373973640578768,23.2716369993931,23.764409982965958,23.19538293546356,23.335998305889223,23.81960801291072,24.332158721320337,23.727906382335473,23.031567941941773,23.6943270177084,23.707231464209972,23.230103959476658,21.682367417078183,22.9853646123283,21.941291018578116,21.871884614501734,22.053445302507736,24.197314506281877,23.94507705424014,23.984228691848198,24.379255086270877,24.452007890798985,22.94290002522223,23.834621405754103,23.46196205047335,23.754764730991734,23.800891215990116,23.232454698801586,24.699242067560217,24.260016495943432,23.968044183072603,24.408250333127935,23.868083711582482,23.944730110082915,22.785277550199353,23.857290696965283,22.8140204903061,22.1261749006972,22.242626222581244,22.24118365714972,22.936231823647283,24.34167117351846,23.44194088296934,24.020971988758482,23.78714759872664,23.49577549652232,23.763012508418957,22.920359739751582,22.870501519673514,22.875919234949272,23.42769016364236,23.417510005406882,23.826519836836297,23.893199721279917,23.791235192872847,23.944614231893453,24.361897265279616,23.58089833538908,24.0159111797538,24.225250525978602,24.69011766166824,23.61137068120095,23.056897072789152,24.06118078838043,23.644724611818365,23.252719195537153,23.828586436560432,23.688250233705762,23.49040580527513,23.76283565640215,23.824977993104397
RPS6KB1,22.926289719710628,22.83215503065294,22.53584233710519,22.856665601554884,22.247737919136064,22.51745406686989,21.92638366027876,22.671640103947862,22.56797009683844,22.36313438326214,22.04789442521437,21.829395374142404,22.154645626974677,21.874873571601302,22.315696761014795,22.563681964250463,22.194688166110446,22.45146635316209,22.24578762110961,22.512638411639692,23.575508017441585,22.93669441240263,22.66083781478554,22.852867824495327,22.6701916401093,22.545242686275234,23.57024001996602,22.67433637584273,22.497670201942444,22.627696027952894,22.34592804296291,22.275256942903606,22.721085514189735,22.873096249659568,22.488704517923356,22.086744649907637,22.134585527266413,22.346577269948522,22.414070261728714,22.923925572994943,22.509530957199313,22.88538486911731,22.926113351993827,22.637406617883528,22.03050743559582,22.492237189356956,22.538126821410042,22.63518454668104,22.303336662325943,21.491202974912607,21.834090863395357,21.73206482334547,21.871107500472387,21.786233090046572,22.25413085999318,22.39202513308604,22.704679322988714,22.308960637459787,22.796251995960972,21.70002044574541,22.467535801514323,22.135798779055925,22.073509132611086,22.20483858525236,22.072720227235614,22.808009008862406,22.262002390531368,22.305060112902986,22.30277251753106,21.984159070498787,21.7858434323007,21.791851662609055,21.630868160435337,22.26978612988616,22.029455249928805,22.174050953354083,22.527739504228446,22.552908376982188,22.379225837857245,22.65682339187112,22.793837233469116,22.796556949558422,22.413794338073625,21.832073342992896,21.896769486641958,21.336236685887982,21.922220482164796,22.37599326029198,21.98295800946074,21.990728653096653,22.19339142500281,21.739010197248177,21.830855339196447,22.046696014835458,21.744357597017558,22.053117248348894,22.40898863757172,22.062402877772534,22.320372150816006,21.908529363213457,21.91648151675533,22.14942882090439,21.895738946427553,21.625192213220558,21.729677276329344,21.294416405947985,21.327578866024833,21.756906286478713
GRK5,22.3192078029412,22.259766358338148,22.2477223731997,21.902249952148352,22.414660003919103,22.27462896792435,21.854114286505002,22.3400736995369,22.5010968677455,22.417699449312202,22.5534966154215,22.4745210086014,22.5624467076384,22.529496093405648,22.1956709729681,22.50322501325655,21.87333293548075,21.80830764993585,22.2542711263259,22.0185305953166,22.1088167857223,21.609715063954,21.695550627474653,22.086785591504203,22.40621560169015,22.1118026140276,22.000997149647752,21.92478969202955,21.90350692292325,22.2144170675579,21.5741776106217,21.79173261581535,22.1050036880731,22.222228071455653,22.28423840955055,21.9163236256618,22.1955427818744,22.3826268666295,22.470042830862653,20.060155401088423,18.971788835120222,19.4998035147555,19.81283385559105,19.270430708677875,22.2053049440036,22.58562624748305,22.216268287531953,22.27030786256945,22.41556351295645,19.34590189166215,18.9566058013933,19.249618232674724,19.342457496353575,19.047412015058352,19.668194302245873,18.6247044159857,19.877622879855974,19.32395537117835,19.415880218880826,21.8911842640284,21.97176259753865,21.61422555864055,22.134692263049352,22.339970273310847,18.14213897000275,19.161837852580625,19.19855672070645,19.022630561856477,19.147188477228326,19.109449710771273,18.820662589425524,18.751253925458773,18.657833432425974,18.730784485655374,18.0291176096768,18.0867330494905,17.765012583097274,18.2183163983809,22.97534982642935,22.54701710619515,22.43698145260555,22.3045834537671,22.1703639615836,19.0565114260256,18.745736873972074,18.974531507032502,19.5275389051311,18.864416043179773,22.3316582648639,22.287016202497902,22.35506653995585,21.83240530070215,22.271936774802498,22.4216816766195,22.371766485612447,22.0555690106221,22.194217090107102,22.136215164541497,21.9119973738375,21.34738795900425,22.032263683641148,21.81052592217095,21.9238763429658,22.03123184637265,21.818505750815298,22.09290905234955,22.0999564815416,22.35645452620425
